x,y,vx,vy,ax,ay
32.647527,27.646688,44.726683,34.495468,-5.888819,-14.365405
33.063260,27.967639,44.673457,34.363965,-5.868996,-14.338180
33.475753,28.284338,44.618253,34.230567,-5.848694,-14.310593
33.890475,28.602829,44.565398,34.099570,-5.829064,-14.283650
34.301974,28.917085,44.510561,33.966673,-5.808955,-14.256345
34.715692,29.233125,44.458074,33.836177,-5.789515,-14.229680
35.126204,29.544948,44.403599,33.703776,-5.769598,-14.202654
35.538925,29.858546,44.351476,33.573777,-5.750346,-14.176264
35.948456,30.167945,44.297361,33.441866,-5.730617,-14.149513
36.360186,30.479110,44.245599,33.312358,-5.711552,-14.123395
36.768744,30.786095,44.191839,33.180933,-5.692009,-14.096917
37.179490,31.094835,44.140435,33.051911,-5.673128,-14.071067
37.587080,31.399414,44.087028,32.920967,-5.653770,-14.044858
37.996849,31.705740,44.035978,32.792426,-5.635071,-14.019273
38.403479,32.007922,43.982920,32.661957,-5.615895,-13.993330
38.812276,32.311842,43.932221,32.533893,-5.597376,-13.968008
39.217952,32.611636,43.879508,32.403895,-5.578380,-13.942328
39.625785,32.913159,43.829156,32.276302,-5.560039,-13.917264
40.030514,33.210573,43.776786,32.146770,-5.541222,-13.891843
40.437389,33.509707,43.726778,32.019643,-5.523057,-13.867036
40.841176,33.804751,43.674747,31.890573,-5.504416,-13.841872
41.247099,34.101505,43.625081,31.763909,-5.486425,-13.817317
41.649951,34.394186,43.573385,31.635295,-5.467958,-13.792406
42.054929,34.688569,43.524056,31.509088,-5.450140,-13.768101
42.456852,34.978897,43.472693,31.380926,-5.431845,-13.743442
42.860890,35.270916,43.423699,31.255171,-5.414197,-13.719383
43.261891,35.558899,43.372666,31.127457,-5.396073,-13.694972
43.664996,35.848563,43.324003,31.002150,-5.378593,-13.671157
44.065080,36.134209,43.273296,30.874879,-5.360637,-13.646990
44.467258,36.421527,43.224962,30.750016,-5.343325,-13.623417
44.866432,36.704844,43.174578,30.623183,-5.325536,-13.599492
45.267689,36.989824,43.126569,30.498759,-5.308388,-13.576157
45.665958,37.270819,43.076505,30.372360,-5.290764,-13.552471
46.066300,37.553469,43.028818,30.248371,-5.273779,-13.529372
46.463671,37.832152,42.979072,30.122401,-5.256319,-13.505922
46.863104,38.112480,42.931704,29.998843,-5.239495,-13.483056
47.259583,38.388858,42.882272,29.873299,-5.222196,-13.459840
47.658112,38.666871,42.835220,29.750166,-5.205532,-13.437204
48.053704,38.940953,42.786099,29.625043,-5.188393,-13.414219
48.451335,39.216659,42.739361,29.502332,-5.171887,-13.391810
48.846047,39.488452,42.690549,29.377626,-5.154906,-13.369053
49.242786,39.761860,42.644120,29.255333,-5.138557,-13.346869
49.636622,40.031371,42.595614,29.131039,-5.121732,-13.324338
50.032476,40.302488,42.549493,29.009160,-5.105537,-13.302376
50.425443,40.569726,42.501289,28.885275,-5.088867,-13.280069
50.820416,40.838559,42.455472,28.763804,-5.072825,-13.258326
51.212519,41.103531,42.407568,28.640324,-5.056309,-13.236239
51.606617,41.370088,42.362054,28.519259,-5.040418,-13.214714
51.997862,41.632802,42.314446,28.396179,-5.024054,-13.192845
52.391091,41.897090,42.269231,28.275515,-5.008313,-13.171534
52.781483,42.157553,42.221917,28.152832,-4.992098,-13.149881
53.173848,42.419580,42.176998,28.032565,-4.976506,-13.128782
53.563392,42.677799,42.129976,27.910274,-4.960440,-13.107342
53.954899,42.937572,42.085350,27.790401,-4.944994,-13.086453
54.343602,43.193555,42.038617,27.668499,-4.929075,-13.065223
54.734255,43.451081,41.994282,27.549015,-4.913775,-13.044541
55.122122,43.704835,41.947835,27.427498,-4.898002,-13.023520
55.511928,43.960122,41.903788,27.308400,-4.882845,-13.003043
55.898963,44.211653,41.857625,27.187263,-4.867216,-12.982228
56.287926,44.464708,41.813863,27.068547,-4.852202,-12.961954
56.674136,44.714024,41.767980,26.947788,-4.836716,-12.941343
57.062262,44.964854,41.724501,26.829450,-4.821842,-12.921269
57.447651,45.211962,41.678896,26.709064,-4.806497,-12.900859
57.834945,45.460573,41.635698,26.591101,-4.791763,-12.880983
58.219519,45.705481,41.590368,26.471085,-4.776558,-12.860772
58.605986,45.951880,41.547447,26.353492,-4.761963,-12.841091
58.989749,46.194593,41.502391,26.233843,-4.746896,-12.821077
59.375395,46.438788,41.459745,26.116617,-4.732437,-12.801591
59.758353,46.679314,41.414959,25.997330,-4.717508,-12.781771
60.143181,46.921311,41.372586,25.880468,-4.703185,-12.762476
60.525339,47.159656,41.328068,25.761540,-4.688391,-12.742849
60.909356,47.399462,41.285964,25.645038,-4.674202,-12.723743
61.290719,47.635633,41.241712,25.526466,-4.659543,-12.704306
61.673929,47.873254,41.199876,25.410320,-4.645486,-12.685387
62.054502,48.107258,41.155886,25.292101,-4.630961,-12.666139
62.436909,48.342701,41.114315,25.176308,-4.617036,-12.647405
62.816697,48.574543,41.070587,25.058437,-4.602642,-12.628343
63.198307,48.807815,41.029278,24.942994,-4.588847,-12.609791
63.577315,49.037503,40.985808,24.825468,-4.574584,-12.590913
63.958133,49.268609,40.944760,24.710371,-4.560919,-12.572543
64.336364,49.496150,40.901545,24.593187,-4.546785,-12.553847
64.716395,49.725097,40.860754,24.478433,-4.533247,-12.535655
65.093856,49.950496,40.817793,24.361588,-4.519242,-12.517139
65.473104,50.177291,40.777258,24.247173,-4.505831,-12.499124
65.849798,50.400555,40.734548,24.130663,-4.491953,-12.480786
66.228268,50.625203,40.694266,24.016585,-4.478667,-12.462945
66.604201,50.846338,40.651804,23.900407,-4.464915,-12.444783
66.981898,51.068846,40.611773,23.786662,-4.451753,-12.427116
67.357074,51.287858,40.569558,23.670813,-4.438126,-12.409128
67.734001,51.508232,40.529776,23.557398,-4.425087,-12.391631
68.108425,51.725127,40.487805,23.441875,-4.411583,-12.373815
68.484588,51.943373,40.448269,23.328786,-4.398667,-12.356488
68.858265,52.158157,40.406539,23.213586,-4.385286,-12.338842
69.233668,52.374282,40.367247,23.100821,-4.372490,-12.321682
69.606601,52.586961,40.325757,22.985940,-4.359230,-12.304204
69.981249,52.800970,40.286707,22.873495,-4.346554,-12.287209
70.353444,53.011550,40.245455,22.758930,-4.333414,-12.269898
70.727341,53.223449,40.206644,22.646803,-4.320857,-12.253066
71.098801,53.431936,40.165627,22.532552,-4.307836,-12.235920
71.471951,53.641730,40.127054,22.420739,-4.295396,-12.219249
71.842681,53.848131,40.086270,22.306798,-4.282494,-12.202266
72.215090,54.055826,40.047931,22.195297,-4.270171,-12.185755
72.585094,54.260145,40.007378,22.081664,-4.257385,-12.168933
72.956765,54.465748,39.969273,21.970470,-4.245178,-12.152580
73.326048,54.667991,39.928949,21.857142,-4.232508,-12.135917
73.696985,54.871507,39.891074,21.746254,-4.220415,-12.119720
74.065551,55.071681,39.850977,21.633227,-4.207861,-12.103214
74.435759,55.273115,39.813331,21.522642,-4.195881,-12.087172
74.803612,55.471224,39.773458,21.409913,-4.183441,-12.070822
75.173094,55.670582,39.736039,21.299628,-4.171573,-12.054933
75.540239,55.866632,39.696388,21.187196,-4.159246,-12.038737
75.909000,56.063921,39.659194,21.077207,-4.147490,-12.022998
76.275441,56.257917,39.619763,20.965068,-4.135275,-12.006954
76.643485,56.453140,39.582791,20.855373,-4.123630,-11.991365
77.009226,56.645089,39.543579,20.743524,-4.111526,-11.975472
77.376557,56.838252,39.506828,20.634121,-4.099990,-11.960031
77.741601,57.028158,39.467832,20.522560,-4.087996,-11.944287
78.108223,57.219268,39.431299,20.413445,-4.076569,-11.928991
78.472575,57.407137,39.392517,20.302169,-4.064684,-11.913394
78.838493,57.596197,39.356201,20.193340,-4.053365,-11.898243
79.202156,57.782034,39.317632,20.082346,-4.041589,-11.882792
79.567373,57.969051,39.281530,19.973800,-4.030376,-11.867783
79.930352,58.152861,39.243170,19.863086,-4.018707,-11.852476
80.294872,58.337840,39.207281,19.754820,-4.007601,-11.837609
80.657171,58.519629,39.169130,19.644383,-3.996039,-11.822444
81.020998,58.702574,39.133451,19.536396,-3.985037,-11.807716
81.382620,58.882346,39.095507,19.426232,-3.973580,-11.792693
81.745757,59.063264,39.060036,19.318520,-3.962683,-11.778103
82.106708,59.241025,39.022296,19.208629,-3.951331,-11.763218
82.469159,59.419919,38.987032,19.101190,-3.940537,-11.748765
82.829441,59.595674,38.949495,18.991568,-3.929289,-11.734018
83.191211,59.772550,38.914436,18.884399,-3.918598,-11.719700
83.550827,59.946303,38.877099,18.775043,-3.907453,-11.705089
83.911920,60.121166,38.842243,18.668142,-3.896863,-11.690904
84.270875,60.292924,38.805105,18.559051,-3.885820,-11.676428
84.631293,60.465778,38.770449,18.452415,-3.875331,-11.662375
84.989590,60.635545,38.733508,18.343586,-3.864390,-11.648033
85.349338,60.806396,38.699051,18.237213,-3.854001,-11.634109
85.706982,60.974176,38.662305,18.128643,-3.843161,-11.619899
86.066062,61.143028,38.628046,18.022530,-3.832871,-11.606105
86.423056,61.308826,38.591493,17.914217,-3.822130,-11.592024
86.781473,61.475685,38.557429,17.808362,-3.811939,-11.578357
87.137820,61.639507,38.521068,17.700304,-3.801297,-11.564406
87.495578,61.804377,38.487197,17.594705,-3.791204,-11.550865
87.851282,61.966226,38.451026,17.486899,-3.780661,-11.537041
88.208383,62.129112,38.417347,17.381553,-3.770664,-11.523624
88.563448,62.288993,38.381363,17.273997,-3.760218,-11.509926
88.919896,62.449899,38.347874,17.168902,-3.750317,-11.496633
89.274325,62.607818,38.312076,17.061594,-3.739969,-11.483059
89.630124,62.766749,38.278775,16.956748,-3.730163,-11.469887
89.983920,62.922710,38.243161,16.849685,-3.719911,-11.456437
90.339074,63.079671,38.210047,16.745085,-3.710200,-11.443385
90.692241,63.233678,38.174615,16.638265,-3.700043,-11.430056
91.046753,63.388672,38.141686,16.533910,-3.690426,-11.417124
91.399294,63.540730,38.106435,16.427331,-3.680363,-11.403915
91.753166,63.693764,38.073688,16.323218,-3.670840,-11.391100
92.105085,63.843877,38.038616,16.216878,-3.660871,-11.378011
92.458322,63.994953,38.006051,16.113004,-3.651440,-11.365312
92.809622,64.143126,37.971156,16.006901,-3.641565,-11.352340
93.162226,64.292250,37.938770,15.903265,-3.632225,-11.339756
93.512911,64.438487,37.904051,15.797396,-3.622443,-11.326900
93.864886,64.585662,37.871843,15.693995,-3.613195,-11.314430
94.214958,64.729968,37.837297,15.588359,-3.603504,-11.301689
94.566308,64.875200,37.805265,15.485192,-3.594346,-11.289331
94.915771,65.017579,37.770892,15.379786,-3.584747,-11.276703
95.266498,65.160870,37.739034,15.276850,-3.575679,-11.264456
95.615355,65.301326,37.704832,15.171672,-3.566170,-11.251941
95.965462,65.442683,37.673146,15.068965,-3.557191,-11.239803
96.313717,65.581220,37.639113,14.964014,-3.547772,-11.227399
96.663208,65.720646,37.607598,14.861534,-3.538881,-11.215369
97.010863,65.857268,37.573732,14.756807,-3.529552,-11.203075
97.359741,65.994767,37.542387,14.654553,-3.520749,-11.191152
97.706799,66.129479,37.508686,14.550048,-3.511508,-11.178966
98.055068,66.265055,37.477509,14.448017,-3.502793,-11.167150
98.401533,66.397861,37.443973,14.343732,-3.493640,-11.155071
98.749194,66.531518,37.412962,14.241922,-3.485011,-11.143358
99.095069,66.662423,37.379587,14.137856,-3.475945,-11.131385
99.442126,66.794165,37.348741,14.036265,-3.467403,-11.119776
99.787413,66.923172,37.315527,13.932415,-3.458424,-11.107908
100.133870,67.053003,37.284844,13.831042,-3.449966,-11.096400
100.478573,67.180116,37.251789,13.727406,-3.441074,-11.084636
100.824431,67.308040,37.221267,13.626248,-3.432701,-11.073229
101.168554,67.433263,37.188370,13.522825,-3.423894,-11.061566
101.513817,67.559285,37.158008,13.421881,-3.415606,-11.050259
101.857361,67.682622,37.125267,13.318669,-3.406884,-11.038697
102.202032,67.806745,37.095063,13.217936,-3.398679,-11.027489
102.545000,67.928200,37.062477,13.114933,-3.390041,-11.016027
102.889082,68.050428,37.032429,13.014411,-3.381920,-11.004915
103.231478,68.170005,36.999996,12.911615,-3.373366,-10.993551
103.574974,68.290342,36.970104,12.811300,-3.365327,-10.982536
103.916800,68.408044,36.937822,12.708710,-3.356856,-10.971269
104.259712,68.526495,36.908083,12.608601,-3.348899,-10.960348
104.600972,68.642326,36.875951,12.506215,-3.340511,-10.949178
104.943303,68.758893,36.846365,12.406311,-3.332635,-10.938351
105.283999,68.872858,36.814381,12.304126,-3.324330,-10.927276
105.625752,68.987545,36.784945,12.204425,-3.316535,-10.916541
105.965886,69.099647,36.753108,12.102440,-3.308311,-10.905559
106.307065,69.212458,36.723821,12.002940,-3.300596,-10.894915
106.646641,69.322701,36.692130,11.901154,-3.292453,-10.884027
106.987246,69.433640,36.662991,11.801853,-3.284818,-10.873473
107.326266,69.542027,36.631443,11.700263,-3.276756,-10.862676
107.666302,69.651097,36.602450,11.601161,-3.269200,-10.852211
108.004769,69.757632,36.571045,11.499766,-3.261218,-10.841504
108.344238,69.864838,36.542196,11.400859,-3.253741,-10.831127
108.682155,69.969524,36.510933,11.299658,-3.245838,-10.820509
109.021059,70.074868,36.482227,11.200946,-3.238439,-10.810219
109.358428,70.177711,36.451103,11.099937,-3.230616,-10.799689
109.696770,70.281197,36.422539,11.001417,-3.223295,-10.789485
110.033594,70.382198,36.391553,10.900598,-3.215550,-10.779042
110.371377,70.483830,36.363129,10.802270,-3.208305,-10.768922
110.707658,70.582994,36.332279,10.701639,-3.200638,-10.758565
111.044885,70.682775,36.303994,10.603501,-3.193471,-10.748528
111.380626,70.780104,36.273280,10.503058,-3.185881,-10.738256
111.717298,70.878038,36.245133,10.405107,-3.178790,-10.728301
112.052502,70.973537,36.214552,10.304850,-3.171278,-10.718112
112.388622,71.069627,36.186541,10.207085,-3.164262,-10.708239
112.723291,71.163299,36.156093,10.107012,-3.156826,-10.698133
113.058862,71.257549,36.128216,10.009433,-3.149886,-10.688339
113.392999,71.349397,36.097899,9.909542,-3.142526,-10.678315
113.728023,71.441810,36.070155,9.812147,-3.135660,-10.668600
114.061629,71.531838,36.039968,9.712437,-3.128376,-10.658656
114.396109,71.622417,36.012356,9.615224,-3.121585,-10.649020
114.729188,71.710628,35.982297,9.515694,-3.114376,-10.639155
115.063126,71.799377,35.954815,9.418661,-3.107658,-10.629595
115.395680,71.885774,35.924883,9.319309,-3.100524,-10.619808
115.729078,71.972696,35.897530,9.222456,-3.093879,-10.610324
116.061109,72.057283,35.867724,9.123281,-3.086819,-10.600615
116.393970,72.142381,35.840499,9.026605,-3.080248,-10.591206
116.725480,72.225161,35.810817,8.927605,-3.073261,-10.581572
117.057806,72.308439,35.783718,8.831106,-3.066762,-10.572237
117.388799,72.389415,35.754159,8.732281,-3.059849,-10.562679
117.720592,72.470876,35.727185,8.635956,-3.053422,-10.553416
118.051068,72.550052,35.697747,8.537304,-3.046582,-10.543932
118.382331,72.629699,35.670897,8.441153,-3.040226,-10.534741
118.712295,72.707077,35.641579,8.342671,-3.033459,-10.525329
119.043029,72.784914,35.614851,8.246693,-3.027174,-10.516209
119.372481,72.860498,35.585652,8.148382,-3.020478,-10.506869
119.702690,72.936527,35.559045,8.052574,-3.014265,-10.497819
120.031633,73.010320,35.529964,7.954432,-3.007640,-10.488550
120.361318,73.084544,35.503477,7.858794,-3.001497,-10.479568
120.689754,73.156550,35.474512,7.760819,-2.994944,-10.470369
121.018918,73.228973,35.448143,7.665350,-2.988870,-10.461455
121.346849,73.299194,35.419293,7.567541,-2.982387,-10.452325
121.675493,73.369819,35.393041,7.472239,-2.976383,-10.443477
122.002922,73.438258,35.364304,7.374595,-2.969971,-10.434415
122.331049,73.507088,35.338168,7.279459,-2.964035,-10.425633
122.657977,73.573748,35.309544,7.181979,-2.957693,-10.416638
122.985589,73.640786,35.283522,7.087007,-2.951826,-10.407920
123.312019,73.705671,35.255009,6.989690,-2.945553,-10.398991
123.639118,73.770920,35.229101,6.894881,-2.939754,-10.390337
123.965052,73.834032,35.200698,6.797726,-2.933550,-10.381473
124.291640,73.897495,35.174901,6.703080,-2.927818,-10.372881
124.617080,73.958838,35.146606,6.606084,-2.921683,-10.364081
124.943159,74.020517,35.120920,6.511599,-2.916019,-10.355551
125.268106,74.080094,35.092733,6.414762,-2.909952,-10.346814
125.593678,74.139994,35.067157,6.320437,-2.904355,-10.338345
125.918136,74.197807,35.039076,6.223759,-2.898356,-10.329669
126.243203,74.255929,35.013607,6.129593,-2.892825,-10.321260
126.567172,74.311982,34.985631,6.033071,-2.886893,-10.312646
126.891736,74.368330,34.960269,5.939062,-2.881428,-10.304295
127.215220,74.422625,34.932397,5.842696,-2.875564,-10.295741
127.539283,74.477201,34.907141,5.748844,-2.870164,-10.287448
127.862282,74.529741,34.879371,5.652633,-2.864366,-10.278953
128.185846,74.582549,34.854219,5.558937,-2.859032,-10.270717
128.508363,74.633338,34.826551,5.462879,-2.853301,-10.262280
128.831429,74.684380,34.801502,5.369337,-2.848031,-10.254100
129.153466,74.733420,34.773934,5.273431,-2.842365,-10.245720
129.476037,74.782699,34.748987,5.180043,-2.837161,-10.237595
129.797595,74.829992,34.721517,5.084289,-2.831560,-10.229271
130.119673,74.877512,34.696672,4.991053,-2.826420,-10.221200
130.440754,74.923062,34.669299,4.895450,-2.820884,-10.212931
130.762340,74.968824,34.644554,4.802365,-2.815807,-10.204914
131.082947,75.012633,34.617278,4.706911,-2.810336,-10.196699
131.404043,75.056642,34.592630,4.613977,-2.805323,-10.188734
131.724177,75.098713,34.565450,4.518672,-2.799916,-10.180573
132.044785,75.140970,34.540900,4.425887,-2.794965,-10.172659
132.364447,75.181306,34.513813,4.330729,-2.789623,-10.164551
132.684569,75.221814,34.489359,4.238093,-2.784734,-10.156687
133.003762,75.260418,34.462365,4.143082,-2.779455,-10.148630
133.323399,75.299179,34.438006,4.050593,-2.774629,-10.140816
133.642125,75.336054,34.411104,3.955727,-2.769413,-10.132810
133.961278,75.373072,34.386839,3.863385,-2.764649,-10.125044
134.279538,75.408219,34.360028,3.768664,-2.759496,-10.117087
134.598211,75.443497,34.335855,3.676468,-2.754793,-10.109370
134.916007,75.476920,34.309133,3.581891,-2.749702,-10.101462
135.234200,75.510460,34.285052,3.489839,-2.745060,-10.093791
135.551533,75.542162,34.258419,3.395406,-2.740031,-10.085931
135.869248,75.573966,34.234428,3.303498,-2.735450,-10.078306
136.186120,75.603949,34.207881,3.209206,-2.730483,-10.070493
136.503359,75.634020,34.183980,3.117442,-2.725962,-10.062913
136.819772,75.662287,34.157520,3.023291,-2.721056,-10.055146
137.136537,75.690628,34.133706,2.931669,-2.716595,-10.047610
137.452492,75.717182,34.107331,2.837659,-2.711750,-10.039889
137.768784,75.743795,34.083604,2.746178,-2.707348,-10.032396
138.084283,75.768638,34.057313,2.652308,-2.702563,-10.024719
138.400103,75.793526,34.033672,2.560967,-2.698221,-10.017269
138.715148,75.816661,34.007464,2.467236,-2.693497,-10.009635
139.030498,75.839827,33.983908,2.376035,-2.689213,-10.002226
139.345090,75.861255,33.957781,2.282442,-2.684548,-9.994635
139.659972,75.882702,33.934308,2.191380,-2.680323,-9.987267
139.974112,75.902427,33.908262,2.097925,-2.675718,-9.979718
140.288527,75.922157,33.884872,2.007001,-2.671551,-9.972390
140.602218,75.940182,33.858905,1.913682,-2.667005,-9.964882
140.916168,75.958196,33.835597,1.822896,-2.662895,-9.957592
141.229410,75.974523,33.809709,1.729713,-2.658408,-9.950124
141.542896,75.990826,33.786481,1.639064,-2.654355,-9.942873
141.855691,76.005457,33.760670,1.546016,-2.649926,-9.935444
142.168715,76.020050,33.737521,1.455502,-2.645931,-9.928230
142.481065,76.032988,33.711787,1.362589,-2.641560,-9.920839
142.793627,76.045874,33.688716,1.272211,-2.637621,-9.913662
143.105533,76.057121,33.663057,1.179432,-2.633308,-9.906308
143.417636,76.068303,33.640064,1.089188,-2.629425,-9.899167
143.729100,76.077862,33.614478,0.996542,-2.625169,-9.891850
144.040744,76.087341,33.591562,0.906432,-2.621342,-9.884743
144.351767,76.095215,33.566049,0.813918,-2.617143,-9.877462
144.662955,76.102995,33.543208,0.723942,-2.613371,-9.870389
144.973538,76.109186,33.517768,0.631560,-2.609228,-9.863143
145.284270,76.115268,33.495000,0.541717,-2.605512,-9.856104
145.594414,76.119778,33.469631,0.449466,-2.601425,-9.848892
145.904692,76.124166,33.446937,0.359755,-2.597764,-9.841885
146.214400,76.126998,33.421638,0.267635,-2.593733,-9.834706
146.524225,76.129693,33.399015,0.178055,-2.590126,-9.827730
146.833497,76.130849,33.373785,0.086065,-2.586150,-9.820584
147.142871,76.131854,33.351234,-0.003384,-2.582597,-9.813639
147.451708,76.131337,33.326072,-0.095245,-2.578677,-9.806525
147.760631,76.130655,33.303591,-0.184563,-2.575177,-9.799610
148.069036,76.128467,33.278496,-0.276295,-2.571311,-9.792526
148.377510,76.126099,33.256084,-0.365484,-2.567865,-9.785641
148.685482,76.122243,33.231055,-0.457088,-2.564054,-9.778587
148.993509,76.118193,33.208711,-0.546147,-2.560661,-9.771730
149.301051,76.112670,33.183747,-0.637623,-2.556903,-9.764705
149.608631,76.106939,33.161470,-0.726554,-2.553562,-9.757876
149.915744,76.099753,33.136570,-0.817903,-2.549858,-9.750880
150.222879,76.092344,33.114359,-0.906705,-2.546570,-9.744078
150.529563,76.083497,33.089523,-0.997927,-2.542919,-9.737109
150.836254,76.074412,33.067377,-1.086602,-2.539683,-9.730333
151.142511,76.063906,33.042603,-1.177698,-2.536085,-9.723392
151.448759,76.053148,33.020520,-1.266246,-2.532899,-9.716641
151.754590,76.040985,32.995808,-1.357215,-2.529354,-9.709725
152.060396,76.028556,32.973788,-1.445636,-2.526220,-9.702999
152.365803,76.014738,32.949136,-1.536481,-2.522727,-9.696109
152.671169,76.000641,32.927179,-1.624776,-2.519643,-9.689406
152.976152,75.985171,32.902586,-1.715495,-2.516202,-9.682541
153.281078,75.969408,32.880690,-1.803664,-2.513169,-9.675862
153.585639,75.952289,32.856155,-1.894259,-2.509779,-9.669020
153.890126,75.934861,32.834320,-1.982303,-2.506796,-9.662363
154.194266,75.916094,32.809843,-2.072774,-2.503456,-9.655545
154.498316,75.897005,32.788066,-2.160693,-2.500523,-9.648909
154.802035,75.876593,32.763646,-2.251040,-2.497235,-9.642113
155.105649,75.855845,32.741928,-2.338835,-2.494351,-9.635498
155.408949,75.833790,32.717563,-2.429059,-2.491112,-9.628724
155.712128,75.811385,32.695903,-2.516729,-2.488277,-9.622130
156.015010,75.787690,32.671592,-2.606830,-2.485089,-9.615376
156.317755,75.763629,32.649989,-2.694377,-2.482302,-9.608801
156.620220,75.738296,32.625732,-2.784355,-2.479163,-9.602067
156.922531,75.712583,32.604184,-2.871779,-2.476425,-9.595511
157.224580,75.685614,32.579980,-2.961635,-2.473335,-9.588797
157.526460,75.658251,32.558487,-3.048935,-2.470645,-9.582259
157.828093,75.629648,32.534335,-3.138670,-2.467604,-9.575563
158.129541,75.600637,32.512896,-3.225848,-2.464961,-9.569043
